Time,Precipitation_Intensity,Humidity,Solar_Radiation,Temperature,Wind_Speed,NO,NO2,CO,O3,SO2
2021-01-01 0:00:00,0,43.28,1.73,10.53,0.21,6.42,10.35,6.68,35.87,7.63
2021-01-01 0:30:00,0,42.9,1.94,10.33,0.09,6.46,9.75,6.68,36.41,7.59
2021-01-01 1:00:00,0,42.16,2.03,10.31,0.43,6.11,9.84,6.69,36.66,7.71
2021-01-01 1:30:00,0,43.36,2.01,10.08,0.27,6.47,21.93,6.68,35.15,7.62
2021-01-01 2:00:00,0,42.98,1.8,9.92,0.24,6.37,12.02,6.68,35.26,7.46
2021-01-01 2:30:00,0,44.05,1.92,9.67,0.31,6.35,10.68,6.69,33.93,7.52
2021-01-01 3:00:00,0,44.61,1.53,9.46,0.27,6.39,10.35,6.68,34.59,7.74
2021-01-01 3:30:00,0,44.16,1.92,9.27,0.16,6.09,10.03,6.65,29.86,7.55
2021-01-01 4:00:00,0,42.07,1.71,9.3,0.09,6.26,9.62,6.66,35.72,7.79
2021-01-01 4:30:00,0,41.98,1.4,9.24,0.18,5.91,9.71,6.67,35.78,8.84
2021-01-01 5:00:00,0,45.84,1.51,8.85,0.32,6.33,9.5,6.65,35.27,7.62
2021-01-01 5:30:00,0,46.93,2.01,8.79,0.31,6.38,9.9,6.69,33.73,7.75
2021-01-01 6:00:00,0,47.53,1.28,8.7,0.27,6.41,10.44,6.68,32.25,7.56
2021-01-01 6:30:00,0,47.52,2.73,8.79,0.38,6.35,11.15,6.69,31.56,7.57
2021-01-01 7:00:00,0,47.96,14.98,8.85,0.43,6.74,12.08,6.72,28.41,7.6
2021-01-01 7:30:00,0,46.93,32.97,9.04,0.61,7.18,12.61,6.7,30.54,7.72
2021-01-01 8:00:00,0,45.08,175.57,9.53,0.93,7.41,11.95,6.72,31.3,7.82
2021-01-01 8:30:00,0,41.07,327.03,10.07,2.07,7.47,11.39,6.68,34.19,7.86
2021-01-01 9:00:00,0,39.05,422.38,11.11,0.88,7.9,11.85,6.67,34.12,7.69
2021-01-01 9:30:00,0,38.56,503.01,11.95,0.61,8.14,12.32,6.68,32.92,7.68
2021-01-01 10:00:00,0,38.59,570.23,12.84,0.63,9.24,13.23,6.71,31.66,7.73
2021-01-01 10:30:00,0,38.61,623.03,13.23,0.57,9.04,13.23,6.71,33.51,7.79
2021-01-01 11:00:00,0,38.92,659.71,13.75,0.96,8.84,13.02,6.71,34.97,7.74
2021-01-01 11:30:00,0,39.09,681.03,14.24,0.66,8.6,12.79,6.71,36.06,7.82
2021-01-01 12:00:00,0,38.13,680.06,14.88,0.84,9.05,13.72,6.71,34.73,7.86
2021-01-01 12:30:00,0,38.35,664.16,15.11,0.68,9.85,15.07,6.72,32.04,8.15
2021-01-01 13:00:00,0,36.73,625.94,15.8,0.58,9.24,14.41,6.72,33.9,7.98
2021-01-01 13:30:00,0,37.41,579.07,15.31,1.58,8.95,13.85,6.71,36.79,7.8
2021-01-01 14:00:00,0,39.23,519.49,14.97,3.07,8.37,12.97,6.73,39.52,7.74
2021-01-01 14:30:00,0,39.52,433.17,14.93,3.1,9.26,14.87,6.74,36.76,8.11
2021-01-01 15:00:00,0,39.77,347.26,15.21,2.88,9.23,15.32,6.74,36.79,8.04
2021-01-01 15:30:00,0,40.8,260.2,14.92,3.3,8.5,14.83,6.75,38.74,7.92
2021-01-01 16:00:00,0,40.65,171.56,15,2.68,8.17,15.14,6.75,38.38,7.98
2021-01-01 16:30:00,0,48.61,91.77,14.43,2.75,8.75,16.88,6.76,34.46,8.7
2021-01-01 17:00:00,0,50.2,32.22,14.08,1.35,7.58,16.15,6.79,34.48,8.83
2021-01-01 17:30:00,0,55.11,6.33,13.26,0.31,7.2,16.46,6.79,30.89,8.48
2021-01-01 18:00:00,0,58.99,1.89,12.59,0.03,6.96,15.46,6.81,28.33,7.92
2021-01-01 18:30:00,0,60.81,2.51,12.02,0.7,7.05,16.32,6.83,24.71,7.82
2021-01-01 19:00:00,0,62.25,1.47,11.68,0.82,7.29,17.18,6.85,20.79,7.82
2021-01-01 19:30:00,0,62.9,1.37,11.4,1.16,7.48,18.05,6.86,17.43,7.73
2021-01-01 20:00:00,0,65.23,1.42,11.16,0.36,7.9,19.54,6.9,11.89,7.61
2021-01-01 20:30:00,0,64.01,2.32,11.01,0.48,8.14,21.85,6.9,7.52,7.53
2021-01-01 21:00:00,0,57.52,1.64,11.08,0.51,8.08,21.42,6.9,11.4,7.37
2021-01-01 21:30:00,0,56.46,1.92,10.77,0.29,7.56,18.87,6.9,14.8,7.29
2021-01-01 22:00:00,0,51.22,2.88,10.99,0.38,7.13,16.21,6.87,19.46,7.26
2021-01-01 22:30:00,0,47.25,2.29,11.28,0.24,6.86,13.58,6.81,25.2,7.3
2021-01-01 23:00:00,0,48.27,2.31,11.07,0.19,6.83,12.89,6.78,25.42,7.28
2021-01-01 23:30:00,0,48.53,2.45,11,0.23,6.73,12.72,6.77,25.91,7.2
2021-01-02 0:00:00,0,50.28,2.11,10.66,0.32,6.87,12.12,6.77,26.26,7.3
2021-01-02 0:30:00,0,50.32,2.34,10.53,0.3,6.64,12.05,6.79,25.43,7.21
2021-01-02 1:00:00,0,50.58,2.35,10.75,0.23,6.56,11.37,6.77,27.26,7.43
2021-01-02 1:30:00,0,54.66,2.53,10.3,0.22,6.43,10.74,6.76,26.72,7.25
2021-01-02 2:00:00,0,57.65,3.14,9.94,0.21,6.65,11.3,6.79,24.18,7.23
2021-01-02 2:30:00,0,58.63,2.87,9.85,0.47,6.66,11.74,6.83,22.46,7.21
2021-01-02 3:00:00,0,58.78,2.67,10.04,0.5,6.7,11.6,6.82,24.12,7.36
2021-01-02 3:30:00,0,60.86,2.49,9.92,0.15,6.75,11.47,6.83,23.91,7.4
2021-01-02 4:00:00,0,63.05,3.01,9.6,0.17,6.67,11.13,6.84,23.45,7.37
2021-01-02 4:30:00,0,63.29,3.09,9.61,0.21,6.29,11.01,6.85,23.8,7.15
2021-01-02 5:00:00,0,63.24,2.78,9.5,0.22,6.44,10.69,6.81,26.28,7.17
2021-01-02 5:30:00,0,60.83,3.31,9.29,0.31,6.46,10.61,6.8,27.04,7.23
2021-01-02 6:00:00,0,60.69,2.76,9.15,0.19,6.54,10.76,6.8,24.98,7.26
2021-01-02 6:30:00,0,61.83,4.4,8.89,0.13,6.68,12.2,6.79,21.12,7.19
2021-01-02 7:00:00,0,61.95,17.44,9.01,0.2,7.36,15.64,6.83,13.18,7.23
2021-01-02 7:30:00,0,61.91,36.19,9.41,0.21,8.87,17.24,6.87,10.55,7.34
2021-01-02 8:00:00,0,57.72,176.66,10.74,0.6,11.82,18.41,6.9,10.16,7.49
2021-01-02 8:30:00,0,48.37,325.53,13.49,0.64,16.39,20.97,6.95,11.37,7.96
2021-01-02 9:00:00,0,41.75,422.93,14.55,0.43,13.91,20.16,6.82,18.49,7.95
2021-01-02 9:30:00,0,39.52,505.11,15.81,0.33,13.23,19.31,6.81,20.02,7.92
2021-01-02 10:00:00,0,36.37,578.05,15.6,0.97,9.86,15.69,6.79,31.19,7.84
2021-01-02 10:30:00,0,34.75,629.41,15.97,0.53,7.65,11.65,6.75,42.1,7.8
2021-01-02 11:00:00,0,36.94,665.65,16.02,0.12,7.37,10.42,6.75,48.25,7.69
2021-01-02 11:30:00,0,37.42,683.31,16.66,0.22,6.89,9.98,6.77,49.92,7.67
2021-01-02 12:00:00,0,38.16,684.78,17.01,0.15,7.12,10.54,6.78,50.52,7.58
2021-01-02 12:30:00,0,38.74,669.9,17.28,0.09,6.91,9.89,6.78,56.13,7.5
2021-01-02 13:00:00,0,37.57,634.64,17.92,0.65,7.04,10.02,6.8,56.86,7.52
2021-01-02 13:30:00,0,37.66,584.91,18.41,0.48,7.13,10.59,6.8,56.75,7.4
2021-01-02 14:00:00,0,38.07,514.24,18.71,0.79,7.3,11.39,6.82,55.71,7.43
2021-01-02 14:30:00,0,40.08,435.36,18.64,0.44,7.26,11.53,6.83,56.91,7.59
2021-01-02 15:00:00,0,44.59,347.41,18.25,0.58,7.08,11.97,6.85,57.57,7.47
2021-01-02 15:30:00,0,49.04,257.94,17.97,0.82,7.32,11.91,6.86,60.04,7.31
2021-01-02 16:00:00,0,52.49,172.33,17.31,0.68,7.03,11.59,6.89,61.14,7.14
2021-01-02 16:30:00,0,57.6,91.45,16.85,0.64,6.62,10.76,6.89,64.83,7.07
2021-01-02 17:00:00,0,62.03,32.37,16.15,0.46,6.74,11.01,6.93,65.08,7.13
2021-01-02 17:30:00,0,66.39,7.45,15.39,0.29,6.58,11.89,6.96,60.39,6.97
2021-01-02 18:00:00,0,71,1.74,14.41,0.26,6.58,13.17,7,50.49,6.86
2021-01-02 18:30:00,0,72.57,2.21,13.73,0.23,6.93,13.4,7.04,46.14,6.75
2021-01-02 19:00:00,0,73.08,2.53,13.38,0.24,6.76,13.2,7.05,46.67,6.81
2021-01-02 19:30:00,0,74.73,2.66,13.29,0.25,6.52,12.96,7.04,48.46,6.76
2021-01-02 20:00:00,0,76.27,1.8,13.68,0.22,6.62,12.36,7.04,50.11,6.89
2021-01-02 20:30:00,0,79.09,2.18,13.62,0.26,7.51,13.08,7.04,45.5,6.72
2021-01-02 21:00:00,0,79.48,2.25,14.27,0.54,6.95,11.75,7.03,52.59,6.66
2021-01-02 21:30:00,0,79.51,1.27,14.56,0.62,6.34,9.91,7.02,54.78,6.64
2021-01-02 22:00:00,0,79.3,1.26,14.71,0.65,6.41,9.59,7.02,56.52,6.76
2021-01-02 22:30:00,0,78.98,0.93,14.96,1.33,6.16,9.33,7.02,59.93,6.74
2021-01-02 23:00:00,0,78.96,0.63,15.05,0.94,6.3,9.3,7,59.49,6.64
2021-01-02 23:30:00,0,79.05,0.6,14.93,1.08,6.41,9.25,7,56.73,6.77
2021-01-03 0:00:00,0,79.57,0.39,14.87,1.17,6.15,9.03,7,53.92,6.77
2021-01-03 0:30:00,0,80.97,0.94,14.82,0.97,6.32,9.01,7,52.41,6.67
2021-01-03 1:00:00,0,82,0.6,14.63,1.01,6.05,8.52,7.05,52.82,6.74
2021-01-03 1:30:00,0,82,0.82,14.38,0.35,6.27,8.49,7.02,51.13,6.66
2021-01-03 2:00:00,0,81.18,1.13,14.24,0.86,6.13,8.36,7,51.78,6.62
2021-01-03 2:30:00,0,76.57,1.09,14.45,0.8,0,0,0,,0
2021-01-03 3:00:00,0,74.48,0.72,14.54,0.6,5.43,8.75,6.98,52.87,6.66
2021-01-03 3:30:00,0,65.96,1.33,14.9,0.45,6.17,7.85,6.94,56.12,6.79
2021-01-03 4:00:00,0,69.32,1.63,14.53,0.14,6.16,8.15,6.96,52.35,6.7
2021-01-03 4:30:00,0,65.83,1.48,14.76,0.14,6.17,8.19,6.96,54.62,6.82
2021-01-03 5:00:00,0,61.41,1.79,15.07,0.22,6.34,8.09,6.96,55.73,7.32
2021-01-03 5:30:00,0,60.14,0.45,15.14,1.2,6.28,8.67,6.97,53.82,7.3
2021-01-03 6:00:00,0,60.05,1.09,15.11,0.24,6.27,9.32,6.98,50.05,7.32
2021-01-03 6:30:00,0,59.25,1.46,15.36,0.52,6.41,9.73,6.99,49.28,7.32
2021-01-03 7:00:00,0,59.79,16.95,15.46,0.46,7.12,11.95,7,44.04,7.37
2021-01-03 7:30:00,0,61.28,48.35,15.49,0.29,6.78,11.91,7.01,42.15,7.1
2021-01-03 8:00:00,0,63.45,119.14,15.62,0.22,7.27,13.42,7.04,33.8,7.09
2021-01-03 8:30:00,0,59.36,299.66,17.21,0.21,8,15.45,7.08,32.68,7.11
2021-01-03 9:00:00,0,56.9,350.04,17.72,0.43,8.99,17.49,7.07,35.38,7.56
2021-01-03 9:30:00,0,54.68,373.51,17.7,1.46,12.32,17.65,7.07,41,7.79
2021-01-03 10:00:00,0,51.84,552.11,18.91,0.52,7.98,13.43,7.03,54.92,7.49
2021-01-03 10:30:00,0,51.92,596.31,19.39,1.12,10.02,14.58,7.07,54.33,7.63
2021-01-03 11:00:00,0,52.12,631.33,19.57,1.51,12.01,16.7,7.04,52.91,7.57
2021-01-03 11:30:00,0,54.99,624.24,18.89,2.82,16.9,25.27,7.05,37.22,8.74
2021-01-03 12:00:00,0,58.04,663.58,19.39,2.4,12.35,24.81,7.05,44.69,9.32
2021-01-03 12:30:00,0,58.81,647.06,19.32,1.93,9.29,18.47,7.06,55.6,8.09
2021-01-03 13:00:00,0,58.96,613.81,19.52,2,13.19,24.91,7.06,47.28,8.65
2021-01-03 13:30:00,0,59.84,562.97,19.56,2.07,10.36,20.49,7.06,55.64,8.36
2021-01-03 14:00:00,0,61.56,499.58,19.7,1.97,11.16,22.1,7.08,52.11,10.03
2021-01-03 14:30:00,0,61.51,422.52,19.53,2.24,9.19,18.69,7.07,65.01,8.96
2021-01-03 15:00:00,0,61.15,321.57,19.83,1.89,6.86,11.12,7.06,79.73,7.3
2021-01-03 15:30:00,0,65.32,235.56,19.36,1.98,7.33,14.51,7.09,71.25,7.08
2021-01-03 16:00:00,0,69.81,163.16,18.95,2.46,7.5,15.72,7.11,70.21,7.22
2021-01-03 16:30:00,0,73.1,79.83,18.37,2.56,6.88,14.27,7.12,70.1,6.99
2021-01-03 17:00:00,0,75.79,29.42,17.66,2.08,7.8,18.68,7.14,59.9,7.34
2021-01-03 17:30:00,0,75.78,7.17,17.49,0.8,9.1,30.64,7.14,33.68,7.91
2021-01-03 18:00:00,0,76.81,1.4,17.28,0.09,8.74,28.5,7.15,27.21,7.53
2021-01-03 18:30:00,0,78.3,1.76,16.79,0.33,8.57,24.67,7.19,26.72,7.14
2021-01-03 19:00:00,0,76.87,2.1,16.86,0.58,7.75,20.49,7.22,34.68,6.93
2021-01-03 19:30:00,0,74.66,1,17.36,0.5,7.26,16.03,7.21,49.66,6.83
2021-01-03 20:00:00,0,73.62,1,17.61,0.63,6.89,13.15,7.18,61.78,7.01
2021-01-03 20:30:00,0,78.1,0.96,17.52,0.66,6.48,10.77,7.16,66.44,6.89
2021-01-03 21:00:00,0,77.94,0.98,17.58,0.56,6.71,11.71,7.16,60.31,6.8
2021-01-03 21:30:00,0,76.72,0.74,17.66,0.32,6.59,11.85,7.19,58.95,6.91
2021-01-03 22:00:00,0,77.48,0.79,17.68,0.41,6.67,11.49,7.18,55.13,6.71
2021-01-03 22:30:00,0,79.88,0.75,17.64,0.51,6.58,11.43,7.19,54.44,6.59
2021-01-03 23:00:00,0,82.1,0.65,17.55,0.84,6.34,10.42,7.18,56.06,6.48
2021-01-03 23:30:00,0,83.02,0.58,17.48,0.77,6.38,10.03,7.18,57.53,6.52
2021-01-04 0:00:00,0,83,0.48,17.39,1.25,6.49,9.92,7.19,59.59,6.47
2021-01-04 0:30:00,0,82.97,0.38,17.41,0.92,6.32,9.47,7.22,62.18,6.57
2021-01-04 1:00:00,0,82.21,0.8,17.46,0.5,6.46,9.05,7.21,62.28,6.68
2021-01-04 1:30:00,0,83.09,0.65,17.36,0.97,6.44,9.37,7.2,61.92,6.68
2021-01-04 2:00:00,0,82.84,0.82,17.32,0.82,6.23,9.94,7.22,60.17,6.77
2021-01-04 2:30:00,0,81.1,0.95,17.43,0.87,6.22,9.85,7.22,59.67,6.89
2021-01-04 3:00:00,0,80.1,0.65,17.39,0.94,6.45,9.47,7.21,60.08,6.98
2021-01-04 3:30:00,0,78.79,0.72,17.49,0.75,6.28,9.74,7.22,57.87,7.03
2021-01-04 4:00:00,0,79.02,0.65,17.5,0.21,6.66,9.53,7.2,55.79,6.92
2021-01-04 4:30:00,0,78.57,0.58,17.46,1.08,6.61,9.43,7.22,56.43,7.05
2021-01-04 5:00:00,0,78.8,0.05,17.54,0.17,6.45,10.46,7.23,49.24,7.13
2021-01-04 5:30:00,0,79.42,0.44,17.38,0.15,6.42,9.82,7.23,45.82,6.81
2021-01-04 6:00:00,0,78.93,0.76,17.3,0.15,6.6,10.45,7.25,43.57,7.01
2021-01-04 6:30:00,0,79.76,1.38,17.17,0.09,6.68,11.92,7.28,34.91,6.88
2021-01-04 7:00:00,0,74.61,13.81,17.33,0.29,6.98,13.28,7.28,32.99,7.29
2021-01-04 7:30:00,0,69.82,48.22,17.75,0.32,7.05,13.79,7.26,35.46,7.84
2021-01-04 8:00:00,0,67.62,77.33,18.18,0.15,7.16,14.27,7.28,34.63,8
2021-01-04 8:30:00,0,66.96,118.78,18.56,0.23,8.18,17.4,7.31,28.22,7.94
2021-01-04 9:00:00,0,65.5,169.22,18.75,0.18,8.31,16.14,7.3,32.15,8.31
2021-01-04 9:30:00,0,61.76,313.68,19.16,0.25,8.49,16.38,7.26,34.46,8.39
2021-01-04 10:00:00,0,58.57,332.6,19.49,0.61,7.84,14.92,7.22,39.72,8.35
2021-01-04 10:30:00,0,58.01,606.02,20.01,0.61,7.46,13.77,7.18,169.77,8.09
2021-01-04 11:00:00,0,58.83,468.13,20.32,0.73,7.12,11.84,7.16,55.21,7.6
2021-01-04 11:30:00,0,61.92,430.71,19.87,0.78,7,11.17,7.13,58.79,7.23
2021-01-04 12:00:00,0,63.26,430.23,19.82,0.87,6.8,10.35,7.13,61.73,7.06
2021-01-04 12:30:00,0,63.38,325.09,19.86,0.82,6.68,9.82,7.12,62.56,6.86
2021-01-04 13:00:00,0,63.21,359.77,19.96,0.91,6.63,10.49,7.15,62.18,6.97
2021-01-04 13:30:00,0,61.91,347.75,20.27,1.23,6.6,10.32,7.12,62.65,6.88
2021-01-04 14:00:00,0,58.75,332.48,21,0.45,6.95,10.92,7.14,63.75,6.94
2021-01-04 14:30:00,0,62.74,325.69,20.54,1.66,6.93,12.19,7.17,65.37,7.05
2021-01-04 15:00:00,0,64.94,251.36,19.79,1.61,6.82,11.7,7.18,72.22,7.21
2021-01-04 15:30:00,0,67.53,180.88,19.44,1.23,6.97,13.3,7.21,70.76,7.28
2021-01-04 16:00:00,0,70.35,107.76,18.81,1.59,7.33,15.08,7.22,66.62,8.11
2021-01-04 16:30:00,0,71.27,64.06,18.6,1.3,6.78,13.91,7.25,71.97,7.76
2021-01-04 17:00:00,0,70.96,27.29,18.67,0.75,6.83,13.74,7.23,70.64,7.5
2021-01-04 17:30:00,0,71.61,4.53,18.67,0.43,6.93,15.38,7.27,63.72,7.39
2021-01-04 18:00:00,0,69.98,0.95,18.71,0.48,7.27,16.72,7.24,57.37,7.45
2021-01-04 18:30:00,0,65.85,0.65,18.71,0.3,16.2,39.62,7.31,14.32,8.16
2021-01-04 19:00:00,0,65.78,0.7,18.5,0.5,20.48,46.54,7.36,3.92,8.17
2021-01-04 19:30:00,0,63.57,0.72,18.49,0.28,17.33,45.3,7.36,3.9,8.66
2021-01-04 20:00:00,0,64.37,0.28,18.55,0.06,14.45,43.63,7.36,4.17,8.35
2021-01-04 20:30:00,0,66.39,0.5,18.39,0.11,13.35,41.28,7.36,3.71,7.69
2021-01-04 21:00:00,0,68.32,0.6,18.29,0.16,15.24,39.52,7.39,3.52,7.46
2021-01-04 21:30:00,0,71.05,0.67,18.21,0.02,16.94,39.65,7.42,3.64,7.22
2021-01-04 22:00:00,0,73.49,0.94,18.2,0.04,9.79,31.28,7.4,23.99,7.23
2021-01-04 22:30:00,0,74.13,0.95,18.3,0.34,7,16.97,7.36,52.72,7.3
2021-01-04 23:00:00,0,73.98,0.61,18.28,0.18,7.11,14.44,7.32,55.83,7.35
2021-01-04 23:30:00,0,76.28,0.74,18.11,0.67,6.64,12.29,7.29,59.69,7.3
2021-01-05 0:00:00,0,79.68,0.78,18.13,0.36,6.66,10.47,7.22,60.78,6.8
2021-01-05 0:30:00,0,80.15,0.67,18.19,0.42,6.64,10.45,7.22,56.92,6.92
2021-01-05 1:00:00,0,81.16,0.57,18.1,0.25,6.33,10.66,7.22,53.8,6.67
2021-01-05 1:30:00,0,81.74,0.84,18.13,0.09,6.74,10.3,7.22,51.86,6.72
2021-01-05 2:00:00,0,82.62,0.23,18.01,0.1,6.43,10.16,7.23,44.48,6.48
2021-01-05 2:30:00,0,83.66,0.89,17.81,0.11,6.39,10.05,7.22,41.68,6.49
2021-01-05 3:00:00,0,83.98,0.97,17.65,0.05,6.67,9.76,7.23,40.84,6.5
2021-01-05 3:30:00,0,84.09,1.02,17.53,0.14,6.6,9.8,7.24,40.68,6.46
2021-01-05 4:00:00,0,84.02,1.03,17.49,0.08,6.44,9.92,7.24,39.94,6.37
2021-01-05 4:30:00,0,83.3,0.82,17.49,0.13,6.61,10.23,7.28,38.51,6.47
2021-01-05 5:00:00,0,83.68,0.88,17.5,0.09,6.83,10.24,7.31,36.09,6.43
2021-01-05 5:30:00,0,83.94,0.87,17.51,0.1,6.81,10.51,7.3,34.6,6.43
2021-01-05 6:00:00,0,80.95,0.66,17.56,0.32,6.74,13.59,7.32,31.37,6.86
2021-01-05 6:30:00,0,70.29,1.75,17.83,0.48,7.24,15.79,7.34,29.01,7.68
2021-01-05 7:00:00,0,71.13,12.53,17.82,0.09,8.07,19.21,7.38,19.55,7.85
2021-01-05 7:30:00,0,70.47,36.81,17.97,0.07,11.22,24.51,7.54,10.95,8.48
2021-01-05 8:00:00,0,69.51,68.02,18.4,0.12,11.44,22.99,7.64,13.18,8.5
2021-01-05 8:30:00,0,63.54,128.47,18.88,0.46,15.43,26.52,7.68,11.5,9.53
2021-01-05 9:00:00,0,58.98,171.06,19.47,0.26,13.79,26.6,7.49,17.49,9.5
2021-01-05 9:30:00,0,57.39,204.05,19.87,0.39,14.04,26.95,7.47,18.03,9.38
2021-01-05 10:00:00,0,56.22,259.17,20.03,0.54,11.99,24.66,7.42,25.44,9.3
2021-01-05 10:30:00,0,54.96,368.06,20.7,0.52,13,24.96,7.45,27.93,9.59
2021-01-05 11:00:00,0,55.37,372.68,20.98,0.84,12.81,25.75,7.43,31.09,9.39
2021-01-05 11:30:00,0,61.75,426.36,20.26,2.05,13.74,26.29,7.4,30.81,9.41
2021-01-05 12:00:00,0,62.51,444.42,20.17,2.6,11.31,23.18,7.36,39.53,9.11
2021-01-05 12:30:00,0,61,542.02,20.41,2.58,10.91,21.76,7.31,46.66,9.77
2021-01-05 13:00:00,0,61.12,372.97,20.26,1.88,8.04,15.83,7.29,63.77,8.93
2021-01-05 13:30:00,0,62.05,365.61,20.08,2.53,7.6,14.56,7.3,68.93,8.84
2021-01-05 14:00:00,0,62.86,319.89,20.14,2.1,7.86,16.08,7.3,68.58,9.28
2021-01-05 14:30:00,0,62.53,321.79,20.41,1.97,7.84,16.12,7.3,73.32,9.02
2021-01-05 15:00:00,0,63.89,251.04,20.32,1.75,11.22,25.4,7.3,58.9,8.59
2021-01-05 15:30:00,0,63.47,241.74,20.54,1.48,7.16,14.65,7.31,78.32,8.23
2021-01-05 16:00:00,0,65.94,157.69,20.39,1.27,6.88,14.19,7.31,79.29,8.06
2021-01-05 16:30:00,0,66.62,85.61,20.17,1.01,7.7,19.53,7.33,66.78,8.66
2021-01-05 17:00:00,0,68.27,33.12,19.39,0.55,6.91,15.55,7.32,77.06,8.07
2021-01-05 17:30:00,0,71.74,7.14,18.59,0.16,6.92,14.88,7.35,65.33,7.38
2021-01-05 18:00:00,0,72.3,1.98,17.87,0.46,7.01,17.02,7.35,58.36,7.3
2021-01-05 18:30:00,0,74.4,1.26,17.25,0.24,7.49,19.74,7.39,49.62,7.15
2021-01-05 19:00:00,0,75.7,2.19,16.75,0.21,7.83,22.74,7.45,40.85,6.96
2021-01-05 19:30:00,0,73.07,2.48,16.7,0.18,7.94,24.74,7.47,43.81,7.25
2021-01-05 20:00:00,0,74.3,2.22,16.6,0.29,8.09,25.82,7.49,39.38,7.2
2021-01-05 20:30:00,0,75.21,2.92,17.23,0.56,8.29,26.39,7.49,39.74,7.57
2021-01-05 21:00:00,0,77.08,1.54,17.62,0.7,7.31,17.63,7.4,59.06,7.34
2021-01-05 21:30:00,0,80.51,1.66,17.31,0.61,7.14,17.73,7.4,53.06,7.19
2021-01-05 22:00:00,0,83.44,1.44,17.41,0.48,6.87,11.99,7.32,68.4,6.94
2021-01-05 22:30:00,0,85.9,1.36,17.03,0.37,6.58,11.8,7.33,62.17,6.57
2021-01-05 23:00:00,0,86.72,1.6,16.8,0.23,6.6,11.29,7.32,57.26,6.38
2021-01-05 23:30:00,0,87.37,1.99,16.67,0.3,6.64,10.55,7.3,55.61,6.26
2021-01-06 0:00:00,0,86.09,1.09,17.12,1.16,6.33,9.6,7.27,61.59,6.37
2021-01-06 0:30:00,0,85.96,0.74,17.11,0.91,6.39,9.39,7.25,61.28,6.3
2021-01-06 1:00:00,0,85.92,0.75,17.06,1.17,6.17,8.97,7.23,60.78,6.21
2021-01-06 1:30:00,0,85.94,0.71,17.06,0.9,6.26,8.77,7.22,57.41,6.18
2021-01-06 2:00:00,0,85.58,0.86,16.92,0.7,6.42,8.72,7.25,55.23,6.21
2021-01-06 2:30:00,0,85.03,0.89,16.9,1.05,6.11,8.66,7.3,55.11,6.42
2021-01-06 3:00:00,0,84.38,0.71,16.79,0.3,6.24,8.36,7.28,52.6,6.34
2021-01-06 3:30:00,0,84.2,1.22,16.74,0.35,6.1,8.42,7.24,51.38,6.33
2021-01-06 4:00:00,0,85,1.29,16.79,0.55,6.38,8.28,7.26,49.91,6.28
2021-01-06 4:30:00,0,84.95,0.6,16.68,0.24,6.27,8.74,7.29,49.5,6.41
2021-01-06 5:00:00,0,83.36,1.43,16.41,0.79,6.63,9.23,7.32,50.54,6.63
2021-01-06 5:30:00,0,81.01,0.77,16.33,0.42,6.25,9.51,7.33,52.25,6.98
2021-01-06 6:00:00,0,80.28,1.25,16.12,0.52,6.19,9.98,7.34,49.4,7.11
2021-01-06 6:30:00,0,79.64,2.04,16.01,0.87,6.55,10.6,7.36,46.12,7.23
2021-01-06 7:00:00,0,79.31,10.4,16.16,0.38,6.6,11.46,7.36,42.55,7.22
2021-01-06 7:30:00,0,76.92,39.92,16.21,0.15,6.96,13.26,7.38,39.69,7.64
2021-01-06 8:00:00,0,76.08,89.71,16.23,0.73,7,13.24,7.37,39.89,7.85
2021-01-06 8:30:00,0,74.85,146.5,16.47,0.22,7.35,14.23,7.38,38.06,7.9
2021-01-06 9:00:00,0,73.97,203.18,16.74,0.56,7.85,15.1,7.38,36.03,7.93
2021-01-06 9:30:00,0,73.56,267,16.97,0.7,7.69,13.85,7.37,38.82,7.78
2021-01-06 10:00:00,0,73.24,311.13,17.14,0.92,7.5,12.96,7.36,41.48,7.54
2021-01-06 10:30:00,0,72.83,363.49,17.5,0.49,7.91,13.1,7.36,41.32,7.41
2021-01-06 11:00:00,0,72.32,451.89,18.02,0.59,7.85,13.14,7.34,43.6,7.32
2021-01-06 11:30:00,0,70.39,551.93,19.13,0.27,7.79,12.71,7.32,47.99,7.1
2021-01-06 12:00:00,0,70.54,548.93,19.25,0.93,7.44,12.08,7.32,52.28,6.95
2021-01-06 12:30:00,0,70.26,433.48,19.24,0.42,6.91,10.73,7.3,57.09,6.67
2021-01-06 13:00:00,0,71.07,256.08,18.87,0.66,6.66,10.43,7.29,60.48,6.63
2021-01-06 13:30:00,0,70.53,258.95,18.91,0.42,6.55,10.75,7.32,61.3,6.43
2021-01-06 14:00:00,0,70.14,279.09,19,0.38,6.89,11.68,7.32,62.8,6.76
2021-01-06 14:30:00,0,68.03,402.69,19.75,0.47,6.87,11.21,7.32,64.89,6.84
2021-01-06 15:00:00,0,68.54,316.09,19.76,0.73,6.49,10.01,7.31,65.62,6.71
2021-01-06 15:30:00,0,69.98,207.99,19.35,0.51,6.67,10.88,7.31,63.92,6.48
2021-01-06 16:00:00,0,71.35,150.83,19.13,0.63,6.45,10.71,7.31,64.84,6.42
2021-01-06 16:30:00,0,73.05,87.34,18.66,0.47,6.68,11.49,7.32,64.63,6.45
